title,description,symbol,sentiment_score
Costco Wholesale Corporation (COST) is Attracting Investor Attention: Here is What You Should Know,"Costco (COST) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",COST,0.4767
Danaher (DHR) Up 2% Since Last Earnings Report: Can It Continue?,Danaher (DHR) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,DHR,0.0
Decoding Danaher's Options Activity: What's the Big Picture? - Danaher (NYSE:DHR),,DHR,0.186618
Danaher Corporation (DHR) Presents at Jefferies London Healthcare Conference 2025 Transcript,"Danaher Corporation (DHR) Jefferies London Healthcare Conference 2025 November 18, 2025 6:00 AM ESTCompany ParticipantsRainer Blair - President, CEO &...",DHR,0.43445
Texas Instruments Incorporated (TXN) Is a Trending Stock: Facts to Know Before Betting on It,"Recently, Zacks.com users have been paying close attention to Texas Instruments (TXN). This makes it worthwhile to examine what the stock has in store.",TXN,0.0
Texas Instruments (TXN) Fell Due to Below-Expected Guidance,"Madison Investments, an investment advisor, released its “Madison Large Cap Fund” third-quarter 2025 investor letter. A copy of the letter can be downloaded here. The fund decreased 2.2% in the third quarter compared to an 8.1% gain for the S&P 500 Index. The current market focus on short-term profits led the fund to underperform the […]",TXN,0.367629
Bernstein Calls Turnaround At Texas Instruments Incorporated (TXN) Slow But Underway,Texas Instruments Incorporated (NASDAQ:TXN) is among the most profitable semiconductor stocks to buy.,TXN,0.0
"NextEra Energy, Inc. (NEE) is Attracting Investor Attention: Here is What You Should Know","NextEra (NEE) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",NEE,0.4767
Here’s What Made SCCM Value Equity Fund Add NextEra Energy (NEE) to Its Portfolio,"Cullen Capital Management, LLC, operating under the name Schafer Cullen Capital Management, Inc. (SCCM), has released its “SCCM Value Equity Strategy” third-quarter investor letter. A copy of the letter can be downloaded here. The US equity market continued the rally in the third quarter, with the S&P 500 returning 8.1% and the Russell 1000 Value surging 5.3%. […]",NEE,0.545
Lithium Protests At COP30 Put Tesla And Albemarle Investors On Alert - Lithium Americas (NYSE:LAC),"UN climate talks at the COP30 put spotlight on US-listed companies like Tesla, Albemarle, and SQM - potential impact on EV and solar stocks.",NEE,-0.0772
Market Rebounds Ahead of Nvidia Earnings and Key Economic Data,"U.S. stock markets staged a modest rebound on Wednesday, November 19, 2025, with major indexes closing higher, breaking a multi-day losing streak, as",MDT,0.2732
These Analysts Increase Their Forecasts On Medtronic After Strong Q2 Earnings - Medtronic (NYSE:MDT),,MDT,0.368567
"U.S. Stocks Rebound Amid Nvidia Anticipation and Key Earnings on November 19, 2025","U.S. equity markets are showing signs of a rebound in afternoon trading on Wednesday, November 19, 2025, as investors digest a flurry of corporate earnings",MDT,0.5267
Nvidia’s rising stock price takes fellow chip giants along for the ride as renewed AI enthusiasm fuels fresh rally,"AMD, Arm, and Broadcom are among the chip companies whose shares are up in premarket trading after Nvidia's earnings eased fears of an AI bubble.",QCOM,0.0772
"Form 8.3 - The Vanguard Group, Inc.: Qualcomm Incorporated","The Vanguard Group, Inc. ( )       Form 8.3 - The Vanguard Group, Inc.: QUALCOMM Incorporated 19-Nov-2025 / 14:48 GMT/BST   FORM 8...",QCOM,0.3564
"AMD, ARM, INTC, NVDA: Chip stock prices are falling across the board today. Here’s the reason why","Chipmakers including Nvidia and Intel are down along with much of the stock market Tuesday, as fears of an AI bubble grow.",QCOM,-0.2263
Tech Sell-Off Deepens as Market Awaits Key Economic Data and Nvidia Earnings,"The U.S. stock market experienced another challenging session today, Tuesday, November 18, 2025, extending its recent losing streak as investors continued to",HON,-0.0772
Honeywell International Inc. (HON) Presents at Baird 55th Annual Global Industrial Conference Transcript,"Honeywell International Inc. (HON) Baird 55th Annual Global Industrial Conference November 11, 2025 8:55 AM ESTCompany ParticipantsJames Currier - President...",HON,0.0
Honeywell International Stock Outlook: Is Wall Street Bullish or Bearish?,"Despite Honeywell International’s underperformance relative to the SPX over the past year, Wall Street analysts maintain a moderately optimistic outlook on the stock’s prospects.",HON,0.189733
OpenAI teams up with Foxconn to develop AI infrastructure hardware in US. Details here,"OpenAI is partnering with Foxconn to design and manufacture data center hardware in the US, aiming to meet rising AI infrastructure demands. This collaboration includes developing server racks and other essential equipment.",AVGO,0.2263
Broadcom Inc. (AVGO) Suffers a Larger Drop Than the General Market: Key Insights,"Broadcom Inc. (AVGO) closed the most recent trading day at $346.82, moving 2.14% from the previous trading session.",AVGO,-0.6369
Nvidia Blew Out Earnings… Then The Market Blew Up Nvidia,"[Chart courtesy of MarketWatch.com] The morning started like a dream: Nvidia dropped an absolute monster quarter—beat earnings, smashed revenue, and gave guidance that had Jensen basically saying, “Blackwell demand is insane, no bubble here.” The stock jumped 4% pre-market, the whole AI ecosystem lit up (AMD, Broadcom, Eaton—you name it), and everyone thought the AI bull was officially back in ... Read More",AVGO,-0.8201
"UP, NS shareholders overwhelmingly approve $85 billion rail merger","Union Pacific and Norfolk Southern took the first official step in their proposed merger as shareholders approved the transcontinental tie-up. The post UP, NS shareholders overwhelmingly approve $85 billion rail merger appeared first on FreightWaves.",UNP,0.5254
Union Pacific Corporation (UNP) Dividend Stock Analysis,,UNP,0.0
Union Pacific Corporation (UNP) Presents at Baird 55th Annual Global Industrial Conference (NYSE:UNP) 2025-11-11,2025-11-11. The following slide deck was published by Union Pacific Corporation in conjunction with this event.,UNP,0.0
"Trump Rolls Back Tariffs On Brazil Amid Soaring Coffee And Beef Prices: Cites 'Ongoing' Negotiations - Pilgrims Pride (NASDAQ:PPC), Starbucks (NASDAQ:SBUX)","President Donald Trump eliminated tariffs on certain Brazilian exports in a move aimed at tackling soaring grocery prices, amid progress on trade negotiations with the South American nation.",SBUX,0.34
"Starbucks' Growth Perks Up On Tariff Relief, Ignoring Zohran Mamdani's Boycott Calls Over Labor Strikes - Starbucks (NASDAQ:SBUX)","Starbucks growth rankings surge on US coffee tariff relief, defying Mayor-Elect Mamdani's boycott call and labor strikes.",SBUX,0.344183
Price Over Earnings Overview: Starbucks - Starbucks (NASDAQ:SBUX),,SBUX,0.135775
PIF’s latest US stock holdings: Q3 2025 snapshot,"The Public Investment Fund (PIF) reducedits holdingsin US equities to$19.4 billion in Q32025 from$23.8 billion in the previous quarter, according to a",LIN,0.1366
"Linde (LIN)’s “In Every Single Industry,” Says Jim Cramer",We recently published Jim Cramer Discussed These 25 Stocks In An Important Show About AI Spending. Linde plc (NASDAQ:LIN) is one of the stocks Jim Cramer recently discussed. Linde plc (NASDAQ:LIN) is one of the largest industrial raw materials suppliers in the world. It primarily deals with industrial gases. Cramer previously discussed the stock in […],LIN,0.1504
Stocks Pressured by AI Jitters and Signs of US Labor Market Weakness,"The S&P 500 Index ($SPX ) (SPY ) today is down -0.16%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.15%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is down -0.42%. December E-mini S&P futures (ESZ25 ) are down -0.15%, and December E-mini Nasdaq futures...",LIN,0.7003
"Monster Beverage, UnitedHealth, Thermo Fisher Scientific And More: CNBC's 'Final Trades' - Monster Beverage (NASDAQ:MNST), iShares U.S. Healthcare ETF (ARCA:IYH)",Today's,TMO,0.1953
"Top Research Reports for NVIDIA, Micron Technology & Thermo Fisher","NVIDIA, Micron Technology and Thermo Fisher lead today's top analyst picks, each showing strong growth trends and strategic advances.",TMO,0.0
Are Wall Street Analysts Predicting Thermo Fisher Scientific Stock Will Climb or Sink?,"Thermo Fisher Scientific has underperformed the broader market over the past year, but analysts are highly optimistic about the stock’s prospects.",TMO,0.08895
"Wall Street’s Wild Ride: AI Rally Fades, Indexes Plummet Despite Nvidia’s Strong Earnings","The U.S. stock market experienced a dramatic session on Thursday, November 20, 2025, as an initial rally fueled by stellar earnings from artificial",LOW,0.9246
Nvidia Fuels Market Rally as AI Optimism Returns,"U.S. stock futures are surging higher this Thursday, November 20, 2025, signaling a strong open for Wall Street as investor sentiment receives a significant",LOW,0.34
"Lowe's Companies, Inc. (LOW) Q3 2025 Earnings Call Transcript","Get key highlights from Lowe's Q3 2025 earnings call, including sales growth, AI initiat",LOW,-0.0129
CPI Aerostructures Awarded Lot 5 Production Contract of Next Generation Jammer Mid-Band Program by Raytheon Technologies,- Production Order for Pods and Air Management System valued at up to $42.3 Million -,RTX,0.4019
Jim Cramer Says “It’s the Perfect Time for RTX”,"RTX Corporation (NYSE:RTX) is one of the stocks Jim Cramer recently highlighted. Cramer discussed the reason for the stock’s rally, as he said: “The best quarter today came from RTX. Yeah, the old Raytheon United Technologies, defense contractor, commercial aircraft engine maker, that’s putting up staggering numbers. Why? RTX makes the complex military systems that […]",RTX,0.71885
Fresh Longs Feel the Squeeze in Precious Metals,"Market Analysis by  covering: Euro US Dollar, US Dollar Japanese Yen, US Dollar Swiss Franc, Nasdaq 100. Read 's Market Analysis on Investing.com",RTX,-0.587
The Tech Rotation Is On and Dividend-Paying Blue-Chips Are the Winners,These six top blue-chip dividend stocks remain outstanding ideas for investors seeking to move away from tech stocks.,BMY,0.5719
Bristol Myers Squibb Company (BMY) Slipped due to Lowered EPS Guidance,"Cullen Capital Management, LLC, operating under the name Schafer Cullen Capital Management, Inc. (SCCM), has released its “SCCM Value Equity Strategy” third-quarter investor letter. A copy of the letter can be downloaded here. The US equity market continued the rally in the third quarter, with the S&P 500 returning 8.1% and the Russell 1000 Value surging 5.3%. […]",BMY,0.186188
"Novartis Extends Growth Visibility, Reinforces Confidence in Pharma Momentum","Market Analysis by  covering: Novartis AG ADR, The Health Care Select Sector SPDR® Fund, iShares Genomics Immunology and Healthcare ETF. Read 's Market Analysis on Investing.com",BMY,0.6249
The Charles Schwab Corporation (SCHW) is a Top-Ranked Growth Stock: Should You Buy?,"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service.",SCHW,0.3818
"The Charles Schwab Corporation (SCHW) Forge Global Holdings, Inc., - M&A Call - Slideshow (NYSE:SCHW) 2025-11-11",2025-11-11. The following slide deck was published by The Charles Schwab Corporation in conjunction with this event.,SCHW,0.0
Check Out What Whales Are Doing With SCHW - Charles Schwab (NYSE:SCHW),,SCHW,0.0564
Check Out What Whales Are Doing With AMGN - Amgen (NASDAQ:AMGN),,AMGN,0.021327
Jim Cramer Says Amgen (AMGN)’s New Drug Has Good Data,We recently published 8 Stocks Jim Cramer Discussed & Mentioned An Important Quantum Computing Development. Amgen Inc. (NASDAQ:AMGN) is one of the stocks Jim Cramer discussed. Cramer has recently started to discuss pharmaceutical giant Amgen Inc. (NASDAQ:AMGN) more frequently. Most of his discussions surround the firm’s Repatha drug that aims to reduce cholesterol and prevent […],AMGN,0.0537
Immatics Announces Third Quarter 2025 Financial Results and Business Update,"Anzu-cel (anzutresgene autoleucel, IMA203) PRAME Cell Therapy: Global, randomized, controlled Phase 3 trial, SUPRAME, in previously treated advanced melanoma ongoing; interim and final analyses will occur in 2026Anzu-cel (IMA203) PRAME Cell Therapy: One-time infusion continues to show strong clinical benefit and favorable tolerability in 16 patients with metastatic uveal melanoma in latest update on Phase 1b data presented at the ESMO 2025 Presidential Symposium: cORR of 67%, mDOR of 11.0 months, mPFS of 8.5 months and mOS not reached at 14.3 months mFUIMA203CD8 PRAME Cell Therapy (GEN2): Phase 1a clinical trial ongoing with next data update, including dose escalation data in ovarian cancer, melanoma and synovial sarcoma, planned to be presented at ESMO Immuno-Oncology Congress 2025TCR Bispecifics: IMA402 and IMA401 TCR Bispecifics achieved clinical proof-of-concept, showed favorable tolerability at RP2D as well as deep and durable responses in heavily pre-treated, last-line patients with a range of solid tumorsTCR Bispecifics data support development opportunities for IMA402 PRAME Bispecific in cutaneous melanoma, gynecologic cancers and in combination with IMA401 MAGEA4/8 Bispecific in sqNSCLC; Phase 1b dose expansion for IMA402 initiatedCash and cash equivalents as well as other financial assets of $505.8 million1 (€430.8 million) as of September 30, 2025; cash reach into 2H 2027Houston, Texas and Tuebingen, Germany, November 17, 2025 - Immatics N.V. (NASDAQ: IMTX, 'Immatics” or the 'Company”), a clinical-stage biopharmaceutical company and the global leader in precision targeting of PRAME, today provided a business update and reported financial results for the quarter ended September 30, 2025.",AMGN,0.675767
"Why Buffett's Largest Cash Pile Ever Signals A Shift Coming in Q1 2026 — And What You Should Own Now - Vanguard S&P 500 ETF (ARCA:VOO), SPDR S&P 500 (ARCA:SPY)",,USB,0.3818
Piedmont Realty Trust Announces Pricing of Senior Notes Offering - Piedmont Realty Trust (NYSE:PDM),"Atlanta, Nov. 13, 2025 (GLOBE NEWSWIRE) -- Piedmont Realty Trust, Inc. (the",USB,0.872
Coinbase and BVNK nix acquisition talks,"Acquisition talks fell through in the final hours, according to reports; Visa launched its second stablecoin pilot on Visa Direct; the Bank of England seeks input on stablecoin restrictions, and more in this week's global payments roundup.",USB,0.0
"The Goldman Sachs Group, Inc. (GS) Is a Trending Stock: Facts to Know Before Betting on It","Goldman (GS) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",GS,0.0
Wall Street Rallies as Tech Reclaims Control and Indexes Break 4-Day Slide,Market Analysis by  covering: . Read 's Market Analysis on Investing.com,GS,-0.4939
Aedifica NV/SA: Publication relating to a transparency notification,"Please find below a press release from Aedifica (a public regulated real estate company under Belgian law, listed on Euronext Brussels and Euronext Amsterdam), regarding a publication relating to a transparency notification from the Goldman Sachs Group, Inc.",GS,0.5267
Why Is Intuitive Surgical (ISRG) Up 7.1% Since Last Earnings Report?,Intuitive Surgical (ISRG) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,ISRG,0.0
"Intuitive Surgical, Inc. (ISRG) Recently Broke Out Above the 20-Day Moving Average",Should investors be excited or worried when a stock crosses above the 20-day simple moving average?,ISRG,-0.4215
"If You Invested $1000 in Intuitive Surgical, Inc. a Decade Ago, This is How Much It'd Be Worth Now","Why investing for the long run, especially if you buy certain popular stocks, could reap huge rewards.",ISRG,0.2263
"US Clears $93 Million Sale Of Javelin Missiles, Excalibur Artillery To India In First Major Deal Since Trump Tariff Spat - Lockheed Martin (NYSE:LMT), GE Aerospace (NYSE:GE)",U.S. has given the approval for the $93 million sale of Javelin anti-tank missile systems and Excalibur guided artillery munitions to India.,GE,0.40205
"Air Traffic Is Stabilizing, According to GE Aerospace. As the Company Raises Its Forecast, Is It Time to Buy the Stock?",GE Aerospace reported strong third-quarter earnings as its flywheel looks set to benefit from steady demand.,GE,0.7845
Jim Cramer Says GE Aerospace’s “Business is Remarkable”,"GE Aerospace (NYSE:GE) is one of the stocks Jim Cramer mentioned in his latest comments. Cramer noted that the company’s quarter did not get much attention due to the government shutdown. He remarked: “Let’s not forget the second day thesis for travel includes the aircraft themselves. Last week, I heard from Larry Culp, he’s the […]",GE,0.341
"US Clears $93 Million Sale Of Javelin Missiles, Excalibur Artillery To India In First Major Deal Since Trump Tariff Spat - Lockheed Martin (NYSE:LMT), GE Aerospace (NYSE:GE)",U.S. has given the approval for the $93 million sale of Javelin anti-tank missile systems and Excalibur guided artillery munitions to India.,LMT,0.0386
Do Wall Street Analysts Like Lockheed Martin Stock?,Are Wall Street analysts bullish or bearish on Lockheed Martin’s stock?,LMT,0.2652
"Nvidia, Netflix, Lockheed Martin And A Basic Materials Stock On CNBC's 'Final Trades' - Lockheed Martin (NYSE:LMT), Freeport-McMoRan (NYSE:FCX)","On CNBC's Halftime Report Final Trades, Joshua Brown of Ritholtz Wealth Management liked Netflix's stock price action. Malcolm Ethridge picked NVIDIA ahead of earnings. Lockheed Martin, based on the F-35, is the best jet in air.",LMT,0.492725
This Quarter Exposed A Monster Hiding In Industrial Real Estate: Prologis (NYSE:PLD),"Prologis delivered another strong quarter, showcasing consistent performance and reaffirming its leadership in the industrial REIT sector. Read why PLD is a Hold.",PLD,0.491413
"Top Stock Reports for SAP, Prologis & Bank of New York Mellon","SAP gains momentum as cloud ERP growth, strong pipelines and AI-driven solutions anchor its latest featured research report.",PLD,0.65664
Why Is Prologis (PLD) Up 2.3% Since Last Earnings Report?,Prologis (PLD) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,PLD,0.0
Evaluating Microsoft Against Peers In Software Industry - Microsoft (NASDAQ:MSFT),,NOW,0.34
Performance Comparison: Microsoft And Competitors In Software Industry - Microsoft (NASDAQ:MSFT),,NOW,0.34
"Here is What to Know Beyond Why ServiceNow, Inc. (NOW) is a Trending Stock","ServiceNow (NOW) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",NOW,0.0
Berkshire Hathaway May Not Come Back,"Warren Buffett soon departs Berkshire Hathaway as CEO. His replacement, Greg Abel, is no Warren Buffett. Will Berkshire Hathaway ever be the same?",AXP,-0.1137
American Express: Too Expensive Even With A Resilient Customer Base (NYSE:AXP),American Express stock is priced for perfection. Learn more about its earnings and valuation risk.,AXP,0.2364
"The Air Canada Best New Restaurant Top 10 List Is Here, Spotlighting the Country's Fresh and Innovative Culinary Talent","Halifax restaurant Mystic takes top spot, with Montreal's Le Violon and aKin from Toronto in second and third placeMore than 30 restaurants were visited by an anonymous culinary expert and the top 10 were determined based on a rigorous assessment of every aspect of the dining experienceCelebrating 24 years, Air Canada's Best New Restaurants is the longest-running new restaurant ranking in Canada MONTRÉAL, Nov. 17, 2025 (GLOBE NEWSWIRE) -- Air Canada unveiled its 2025 Top 10 Best New Restaurants in Canada today at a Toronto celebration, with Halifax restaurant Mystic earning first-place honours. Led by Chef Malcolm Campbell and his team, Mystic’s immersive tasting menus marry local Maritime terroir with global technique in a beautiful waterfront setting.",AXP,0.836075
Analyzing NVIDIA In Comparison To Competitors In Semiconductors & Semiconductor Equipment Industry - NVIDIA (NASDAQ:NVDA),,ADI,0.0
[Earnings]Upcoming Earnings: Tech and Retail Giants Take Center Stage,This Thursday features key reports from retail giant Walmart Inc. pre-market and software leader Intuit Inc. after close. Next Tuesday is a high-density day,ADI,-0.2263
Insights Into NVIDIA's Performance Versus Peers In Semiconductors & Semiconductor Equipment Sector - NVIDIA (NASDAQ:NVDA),,ADI,0.0
Dimensional Wins Approval for Dual Share Class ETFs,"Quant firm Dimensional Fund Advisors receives SEC approval to add ETF share classes to mutual funds, ending Vanguard's two-decade exclusivity",BLK,0.296
"EWS: A Narrow Developed Market ETF, With A Strong Cyclical Tilt (NYSEARCA:EWS)","Explore the iShares MSCI Singapore ETF (EWS) for high income, low-beta diversification, and financial sector exposure.",BLK,-0.34
Private Credit Firms to Swap Debt for Equity in Stressed 48Forty,"Private credit lenders are poised to take control of pallet company 48Forty Solutions, about a year after providing $1.75 billion of debt to support Summit Partners’ acquisition of the business, according to people with knowledge of the matter.",BLK,-0.2716
Artesian Water Company Announces Credit to Delaware Customers With Proceeds From PFAS Settlement Agreement,"NEWARK, Del., Nov. 19, 2025 (GLOBE NEWSWIRE) -- Artesian Resources Corporation (Nasdaq: ARTNA), a leading provider of water and wastewater services, and related services, on the Delmarva Peninsula, today announced that its principal operating subsidiary, Artesian Water Company, Inc. ('Artesian”), received approval from the Delaware Public Service Commission, and support from the Delaware Public Advocate, to return to its customers proceeds from a national class action settlement addressing PFAS contamination in public drinking water systems.",MMM,0.837
[DowJonesToday]Dow Jones Plunges Amidst AI Valuation Concerns and Tech Sell-Off,"The Dow Jones Industrial Average (^DJI) was down 487.13 (-1.0456%) points today, reflecting a broad market downturn driven primarily by escalating concerns",MMM,-0.5574
[DowJonesToday]Dow Jones Rallies on Government Shutdown Optimism and Tech Rebound,"The Dow Jones Industrial Average (^DJI) was up 335.38 (0.7138%) points today, reaching 47322.48. This positive movement was largely driven by growing optimism",MMM,0.0258
Micron Technology: From Commodity To AI Powerhouse (NASDAQ:MU),"Micron Technology, Inc. is a Strong Buy for long-term AI growth. Click for how MU's memory products and strategy position it as a top data center investment.",MU,0.0
Micron: Here's Why The Stock Has Been Soaring (Hint: It's Not HBM) (Downgrade) (NASDAQ:MU),"Micron Technology, Inc. nears 100% gains amid surging DRAM, NAND prices; can this last? Click for my updated look at MU stock during what some call a supercycle.",MU,0.47335
"Wall Street’s Wild Ride: AI Rally Fades, Indexes Plummet Despite Nvidia’s Strong Earnings","The U.S. stock market experienced a dramatic session on Thursday, November 20, 2025, as an initial rally fueled by stellar earnings from artificial",MU,0.8225
Gilead Sciences: Rating Upgrade Warranted On HIV Division Strength (GILD),"Gilead Sciences, Inc. is rated a Buy with robust profitability, solid dividend, prudent M&A and 15-20% upside potential. Read more on GILD stock here.",GILD,0.24695
"Here is What to Know Beyond Why Gilead Sciences, Inc. (GILD) is a Trending Stock","Gilead (GILD) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",GILD,0.0
"Gilead Sciences, Inc. (GILD) Presents at Jefferies London Healthcare Conference 2025 Transcript","Gilead Sciences, Inc. (GILD) Jefferies London Healthcare Conference 2025 November 19, 2025 9:00 AM ESTCompany ParticipantsAndrew Dickinson - Chief Financial...",GILD,0.0
Decoding Booking Holdings's Options Activity: What's the Big Picture? - Booking Holdings (NASDAQ:BKNG),,BKNG,0.0564
Booking Holdings Inc. (BKNG) is Attracting Investor Attention: Here is What You Should Know,"Recently, Zacks.com users have been paying close attention to Booking Holdings (BKNG). This makes it worthwhile to examine what the stock has in store.",BKNG,0.4767
Booking Holdings: Expedia & Airbnb Are Back In The Game (Downgrade) (NASDAQ:BKNG),"Booking Holdings stock outperformed expectations for Q3, but faces a valuation challenge. Here's what investors need to keep in mind.",BKNG,0.0
"Fidelity National Information Services, Inc. 2025 Q3 - Results - Earnings Call Presentation (NYSE:FIS) 2025-11-14","2025-11-14. The following slide deck was published by Fidelity National Information Services, Inc.",FIS,0.0
"Fidelity National Information Services, Inc. (FIS) Presents at KBW Fintech Payments Conference 2025 Transcript","Fidelity National Information Services, Inc. (FIS) KBW Fintech Payments Conference 2025 November 13, 2025 4:05 PM ESTCompany ParticipantsStephanie Ferris -...",FIS,0.0
Fidelity Information Systems (FIS) Fell on a Conservative Outlook,"Pelican Bay Capital Management, an investment management company, released its third-quarter 2025 investor letter. A copy of the same can be downloaded here. PBCM Concentrated Value Strategy returned 7.8% in the quarter, compared to a 5.3% return for the Russell 1000 Value Index. YTD, the fund returned 11.2% compared to 11.6% for the index. In addition, […]",FIS,0.4744
A Look Into Zoetis Inc's Price Over Earnings - Zoetis (NYSE:ZTS),,ZTS,0.12695
2 Outstanding Dividend Stocks That Are Too Cheap to Ignore,These cheap dividend stocks would make great cornerstone pieces to any portfolio -- especially for investors looking for a deal in today's somewhat expensive market.,ZTS,0.48796
Pet Healthcare Spending Is Soaring. These Stocks Are Positioned to Clean Up,"The steep increase in pet healthcare costs have doubled over the past five years, according to NPR. There are a number of reasons for this trend, but the overall numbers are large, reaching $39.8 billion in 2024. Some projections estimate that pet healthcare will swell to $112 billion by 2030. As a result, veterinary healthcare ... Pet Healthcare Spending Is Soaring. These Stocks Are Positioned to Clean Up",ZTS,0.341525
OpenAI teams up with Foxconn to develop AI infrastructure hardware in US. Details here,"OpenAI is partnering with Foxconn to design and manufacture data center hardware in the US, aiming to meet rising AI infrastructure demands. This collaboration includes developing server racks and other essential equipment.",AMD,-0.1779
"Cathie Wood Dumps AMD Shares, Loads Up On Nvidia With $17 Million Buy Amid Earnings Buzz: Ark Scoops Up These Crypto Stocks As Bitcoin, Ethereum Crash - Advanced Micro Devices (NASDAQ:AMD)","On Thursday, Cathie Wood-led Ark Invest executed significant trades, including buying shares of Nvidia Corp (NASDAQ:NVDA) and selling shar",AMD,0.12835
Wall Street’s Wild Ride: Nvidia’s AI Boom Meets Market Volatility and Fed Uncertainty,"The U.S. stock market experienced a day of jarring swings on Thursday, November 20, 2025, as an initial surge fueled by stellar earnings from AI chip giant",AMD,0.8519
P/E Ratio Insights for Stryker - Stryker (NYSE:SYK),,SYK,0.096
Stryker Corporation (SYK) Analyst/Investor Day Transcript,"Stryker Corporation (SYK) Analyst/Investor Day November 13, 2025 2:30 PM ESTCompany ParticipantsJason Beach - Vice President of Finance & Investor...",SYK,0.36755
Stryker Corporation (SYK) Analyst/Investor Day - Slideshow (NYSE:SYK) 2025-11-16,2025-11-16. The following slide deck was published by Stryker Corporation in conjunction with this event.,SYK,0.0
Here’s Why The Cigna Group (CI) Traded Lower in Q3,"Cullen Capital Management, LLC, operating under the name Schafer Cullen Capital Management, Inc. (SCCM), has released its “SCCM Value Equity Strategy” third-quarter investor letter. A copy of the letter can be downloaded here. The US equity market continued the rally in the third quarter, with the S&P 500 returning 8.1% and the Russell 1000 Value surging 5.3%. […]",CI,0.379588
Cigna: Valuation Too Depressed Relative To Improving Fundamentals (NYSE:CI),"Cigna shows strong Q3 results, revenue growth, firm guidance, discounted valuation, with support from buybacks,FCF and dividends. See why CI stock is a buy.",CI,-0.128
"Eli Lilly CEO Slams PBM 'Rent Taking', Says They Drove Insulin List Prices To $275: 'We Can Disintermediate Them Easily' - CVS Health (NYSE:CVS), Cigna Group (NYSE:CI)",Eli Lilly CEO Dave Ricks slams PBM,CI,0.17
BlackRock® Canada Announces Estimated 2025 Annual Reinvested Capital Gains Distributions for the iShares® ETFs,"TORONTO, Nov. 19, 2025 (GLOBE NEWSWIRE) -- BlackRock Asset Management Canada Limited ('BlackRock Canada”), an indirect, wholly-owned subsidiary of BlackRock, Inc. (NYSE: BLK), today announced the estimated 2025 annual reinvested capital gains distributions for the iShares ETFs listed on the TSX or Cboe Canada. Please note that these are estimated capital gains amounts only, as of October 31, 2025. As these are estimated amounts, the final capital gains distributions may change by the Funds' December 15, 2025 or December 31, 2025, in the case of iShares Premium Money Market ETF ('CMR”), tax year-ends.",SPGI,0.7506
Is SPDR S&P Global Dividend ETF (WDIV) a Strong ETF Right Now?,Smart Beta ETF report for WDIV,SPGI,0.5106
S&P Global Inc. (SPGI) Presents at J.P. Morgan 2025 Ultimate Services Investor Conference Transcript,S&P Global Inc. (SPGI) J.P.,SPGI,0.0
American Tower Corporation (AMT) Presents at Nareit REIT Week: 2024 Investor Conference Call Transcript,"American Tower Corporation (NYSE:NYSE:AMT) Nareit REIT Week: 2024 Investor Conference Call June 5, 2024 8:45 AM ETCompany ParticipantsSteve Vondran -...",AMT,0.4404
Q3 2021 American Tower Corp Earnings Call Transcript,"Oct 28, 2021 / 12:30PM GMTOperator Ladies and gentlemen, thank you for standing by. Welcome to the American Tower Third Quarter 2021 Earnings Conference Call. A",AMT,0.743
American Tower Corp at Goldman Sachs Communacopia Conference (Virtual) Transcript,"Sep 22, 2021 / 01:40PM GMTBrett Joseph Feldman - Goldman Sachs Group, Inc., Research Division - Equity Analyst All right. Welcome. I'm Brett Feldman, Goldman's",AMT,0.8107
Nasdaq Gains Over 100 Points Following Release Of Fed Minutes: Fear & Greed Index Remains In 'Extreme Fear' Zone - Target (NYSE:TGT),"U.S. stocks settle higher on Wednesday as Fed officials are divided on interest rates, while the trade deficit shrinks.",TGT,0.07715
Target Struggles As Consumers Skip Non-Essential Buys - Target (NYSE:TGT),Target stock falls after Q3 earnings beat but lowered outlook. The retailer is investing in AI technology to improve sales and efficiency.,TGT,-0.28175
Target outlines $5B 2026 CapEx plan as company accelerates store and technology investments (NYSE:TGT),"Get key insights from Target's Q3 2025 earnings call—AI-driven strategies, sales trends, and outlook. Discover how Target plans for sustainable growth.",TGT,0.0
"Shrinking Monthly Paychecks From Popular JEPI, What You Need To Know (NYSEARCA:JEPI)","JPMorgan Equity Premium Income ETF offers monthly income through a call option, with potential for growth and stable price action. Read more on JEPI here.",EQIX,0.79475
